RELATIONSHIP_BONDS live export 2026-08-17T04:07:05.502Z
BondId	CitizenA	CitizenB	BondType	Intensity	Status	Origin	DomainTag	Neighborhood	CycleCreated	LastUpdate	Notes	Holiday	HolidayPriority	FirstFriday	CreationDay	SportsSeason
BOND-777979C4	POP-01027	POP-00554	friendship	6.8	active	neighbor		Downtown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-B9F1360D	POP-00009	POP-00257	friendship	5.82	active	neighbor		Downtown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-8B148EA4	POP-01005	POP-00533	friendship	4.4	active	neighbor		Downtown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-13C65C19	POP-00212	POP-00362	friendship	4.82	active	neighbor		Downtown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-3EB4D47A	POP-00172	POP-00903	friendship	5.42	active	neighbor		Downtown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-9C8E8572	POP-00257	POP-00543	professional	6	active	neighbor		Downtown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-DFED6974	POP-01025	POP-01002	friendship	3.8	active	neighbor		Downtown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-FE5BD5EC	POP-00359	POP-01006	friendship	4.82	active	neighbor		Downtown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-F931131D	POP-00165	POP-01002	friendship	6.8	active	neighbor		Downtown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-37CC78EA	POP-00485	POP-00165	friendship	6.8	active	neighbor		Downtown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-C794FFED	POP-00474	POP-00337	professional	5	active	neighbor		Downtown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-54BB442E	POP-00351	POP-01027	professional	6	active	neighbor		Downtown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-C2F179B8	POP-00872	POP-01027	friendship	5.8	active	neighbor		Downtown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-730097DD	POP-00048	POP-00335	friendship	4.82	active	neighbor		Downtown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-C27E4E6B	POP-00240	POP-00052	friendship	5.8	active	neighbor		Downtown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-1F029FCF	POP-00892	POP-00623	professional	6	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-1313FB2D	POP-00500	POP-00186	friendship	3.82	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-BF18D404	POP-00945	POP-00229	friendship	3.84	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-FA3BFFCE	POP-00014	POP-00945	professional	3	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-F35573C2	POP-00025	POP-00982	professional	5	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-0849CB23	POP-00724	POP-00492	professional	4	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-9D10CB13	POP-00229	POP-00500	professional	5	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-7C2FCDD3	POP-00982	POP-00174	friendship	4.84	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-DF67AAEA	POP-00706	POP-00358	friendship	5.82	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-728FA094	POP-00021	POP-00912	professional	5	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-70FD9C45	POP-00724	POP-00837	friendship	5.8	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-5FA21B7A	POP-00025	POP-00358	professional	5	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-8E807841	POP-00823	POP-00472	friendship	4.8	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-45F1228C	POP-00495	POP-00033	professional	5	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-211563A5	POP-00724	POP-00888	friendship	3.8	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-3F517544	POP-00254	POP-00496	friendship	5.82	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-75A8864E	POP-00837	POP-00092	friendship	5.8	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-B1BC4BAD	POP-00229	POP-00823	professional	3	active	neighbor		Laurel	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-1DAFBAEF	POP-00863	POP-00228	friendship	6.8	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-1353C9BC	POP-00896	POP-00819	friendship	6.8	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-B9A09D2F	POP-00347	POP-00799	professional	2.8	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-13429068	POP-00896	POP-00775	friendship	3.4	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-5FFA0802	POP-00806	POP-00666	friendship	4.82	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-1F85C8E3	POP-00315	POP-00319	professional	5	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-57582DAA	POP-00169	POP-00315	friendship	5.82	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-7B376054	POP-00799	POP-00333	professional	4	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-615B1551	POP-00703	POP-00038	friendship	3.41	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-7E567261	POP-00286	POP-00475	friendship	3.41	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-AD4C403F	POP-00486	POP-00703	professional	3	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-35BAFDDC	POP-00266	POP-00315	friendship	4.84	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-062DADA0	POP-00221	POP-00292	friendship	4.84	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-36E602E3	POP-00852	POP-00333	friendship	3.82	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-27AA730E	POP-00667	POP-00975	friendship	5.82	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-956BADCE	POP-00169	POP-00863	friendship	4.8	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-1AA07B5E	POP-00709	POP-00745	friendship	5.8	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-14408384	POP-00741	POP-00221	friendship	6.82	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-038E668C	POP-00729	POP-00761	friendship	5.82	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-722357A2	POP-00761	POP-00347	friendship	5.41	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-4914D9EB	POP-00149	POP-00729	friendship	4.4	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-86C265D0	POP-00799	POP-00324	friendship	3	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-7265BDA2	POP-00286	POP-00593	friendship	4.41	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-43544B5E	POP-00347	POP-00055	friendship	4.41	active	neighbor		Temescal	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-DF6AE9B5	POP-00434	POP-00321	friendship	4.82	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-7288747D	POP-01031	POP-01033	friendship	6.8	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-1691D83F	POP-00153	POP-00506	professional	5	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-40C54EF6	POP-00141	POP-00465	friendship	5.8	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-7C4A5ED3	POP-00831	POP-00868	friendship	5.8	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-55FF0F75	POP-00153	POP-00057	friendship	6.8	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-578DDE82	POP-00085	POP-00345	professional	6	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-A0017F68	POP-00991	POP-00281	friendship	3.82	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-C91A2579	POP-00220	POP-01033	friendship	4.82	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-36E39936	POP-00203	POP-00673	friendship	4.84	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-4BEC995B	POP-00302	POP-00085	friendship	3.84	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-D8E883AE	POP-00631	POP-00245	friendship	3.41	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-C1CC3CB9	POP-00077	POP-00868	friendship	4.8	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-6562939E	POP-00653	POP-00831	professional	4	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-9A37196C	POP-00336	POP-00299	professional	5	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-A7C8227C	POP-00438	POP-00338	friendship	4.82	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-B874A558	POP-01026	POP-00466	friendship	6.8	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-1593B1D9	POP-00626	POP-00631	professional	5	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-31BDF80E	POP-00708	POP-01040	friendship	4.8	active	neighbor		Uptown	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-297CF385	POP-00267	POP-00054	friendship	6.4	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-DF8946CA	POP-01028	POP-00330	friendship	4.8	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-C3BA546D	POP-00239	POP-00760	friendship	6.84	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-8060DC51	POP-00539	POP-01028	professional	5	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-7C972FDF	POP-00043	POP-00830	friendship	5.84	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-CC475C4D	POP-00671	POP-00646	professional	3	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-C3415701	POP-00255	POP-00168	professional	6	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-354C8BF4	POP-00880	POP-00217	friendship	4.82	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-860AEACB	POP-00841	POP-00296	friendship	3.41	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-0FDC55AA	POP-00446	POP-00216	friendship	3.82	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-38FBFE04	POP-00255	POP-00352	friendship	6.82	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-80FC970B	POP-00539	POP-00217	friendship	3.82	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-9663751C	POP-00646	POP-00049	professional	5	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-4C871ECF	POP-00166	POP-00216	professional	3	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-D30CB9D7	POP-00884	POP-00253	friendship	3.82	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-32EF14C9	POP-00352	POP-00826	friendship	6.82	active	neighbor		Piedmont Ave	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-82723190	POP-01024	POP-00899	friendship	5.8	active	neighbor		KONO	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-08BCCAE9	POP-00808	POP-00909	friendship	5.4	active	neighbor		KONO	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-6E06822F	POP-00934	POP-00867	friendship	6.8	active	neighbor		KONO	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-2235C55D	POP-00509	POP-00723	professional	3	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-0DA7157B	POP-00685	POP-00853	rivalry	5.5	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-DB79A741	POP-00225	POP-00748	professional	2	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-D4E7FE26	POP-00885	POP-00639	friendship	4.8	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-C7157F39	POP-00078	POP-00889	friendship	3.4	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-825EE687	POP-01030	POP-00647	professional	4	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-5885344F	POP-00649	POP-00821	professional	4.8	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-76768EB2	POP-00021	POP-01032	friendship	4.84	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-4B0B704C	POP-00436	POP-00987	rivalry	6	active	random		cross-neighborhood	102	102	seeded [Confrontation C103]	none	none	FALSE	FALSE	off-season
BOND-E3E7B394	POP-00617	POP-00337	professional	3	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-2A20ED9F	POP-00787	POP-00077	friendship	4.8	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-58C552F1	POP-00332	POP-00691	rivalry	7	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-B47F4855	POP-00261	POP-00812	friendship	2.82	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-A29D3B98	POP-00527	POP-00120	professional	5	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-A5CC2CCD	POP-00710	POP-00255	rivalry	7	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-6506F8AC	POP-00207	POP-00133	professional	3	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-621637F8	POP-00207	POP-00941	alliance	6.2	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-AB59A26A	POP-00049	POP-00210	professional	5	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-EC073C0C	POP-00830	POP-00181	friendship	2.82	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-93E00BDE	POP-00716	POP-00454	alliance	5.2	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-56DC828D	POP-00148	POP-00033	rivalry	6	active	random		cross-neighborhood	102	102	seeded [Confrontation C103]	none	none	FALSE	FALSE	off-season
BOND-C7662AFB	POP-00103	POP-00879	friendship	5.8	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-32777EFB	POP-01023	POP-01030	professional	4	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-5B3BF1FF	POP-00434	POP-00681	friendship	2.82	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-27BFD8B0	POP-00717	POP-00624	rivalry	5	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-9E601004	POP-00175	POP-00675	professional	2	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-1BF24CCB	POP-00791	POP-00276	alliance	3.2	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-33D2D740	POP-00037	POP-01011	friendship	3.82	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-28121EC3	POP-00772	POP-00764	friendship	3.82	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-75656677	POP-00080	POP-00897	friendship	3.4	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-309E4FC6	POP-00311	POP-00889	rivalry	6	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-E9968755	POP-00267	POP-00035	friendship	5.4	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-988AEDF0	POP-00746	POP-00467	rivalry	6	active	random		cross-neighborhood	102	102	seeded [Confrontation C103]	none	none	FALSE	FALSE	off-season
BOND-1DFA7318	POP-00258	POP-00274	alliance	4.2	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
BOND-F363DF47	POP-00902	POP-00459	friendship	2.4	active	random		cross-neighborhood	102	102	seeded	none	none	FALSE	FALSE	off-season
stqjoh3j	POP-00937	POP-00327	tension	4	active	neighborhood	WORK		102	102	Close quarters, little common ground.	Hanukkah	cultural	FALSE	FALSE	off-season
7zpzdos1	POP-00937	POP-00830	neighbor	3.5	active	neighborhood		Piedmont Ave	102	102	Neighbors in Piedmont Ave.	Hanukkah	cultural	FALSE	FALSE	off-season
BOND-A0D3736A	POP-00037	POP-00201	family	9	active	household		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-0A095CEE	POP-00201	POP-01034	family	9	active	household		West Oakland	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-5FE46F29	POP-00162	POP-00679	family	8	active	household		Chinatown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-9291D055	POP-00199	POP-00289	family	8	active	household		Laurel	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-F501EBBB	POP-00262	POP-00267	family	10	active	household		Piedmont Ave	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-F5583C5A	POP-00345	POP-00672	family	10	active	household		Uptown	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-2D2D7852	POP-00440	POP-00678	family	10	active	household		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-185D5872	POP-00440	POP-01007	family	8	active	household		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-054F4C11	POP-00451	POP-00492	family	8	active	household		Laurel	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B24F6072	POP-00210	POP-00124	friendship	5.43	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-7450EA5E	POP-00651	POP-00544	professional	5	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-FEEE1BC4	POP-00827	POP-00287	professional	5	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-FBBA29CF	POP-00743	POP-00842	friendship	5.4	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-ECD8434C	POP-00996	POP-00658	professional	6	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-8115F106	POP-00001	POP-00305	professional	6	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-A2823473	POP-00942	POP-00464	friendship	5.4	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-1D54ABCD	POP-00651	POP-01018	friendship	4.4	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-62683DEC	POP-00765	POP-00779	friendship	2.8	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-7C30EE3E	POP-00364	POP-00017	friendship	4.4	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-FFBC715A	POP-00658	POP-01038	professional	3	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-8C9DE13D	POP-00481	POP-00045	professional	6	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-ED1558AC	POP-00779	POP-00464	friendship	6	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-437C9201	POP-00504	POP-00034	friendship	4.4	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-E3AA0D6A	POP-00509	POP-00658	friendship	3	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-EA54BC93	POP-00002	POP-00641	friendship	4.4	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-51664124	POP-00658	POP-00742	friendship	6	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-978805D8	POP-00274	POP-00749	professional	3	active	neighbor		Rockridge	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-5B8ED81B	POP-00493	POP-00649	friendship	3	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-5F2CAADC	POP-00276	POP-00592	professional	3	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-83678FBB	POP-00935	POP-00650	friendship	4.4	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-3A414401	POP-00946	POP-00910	friendship	3	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-A13460AA	POP-00835	POP-00356	friendship	5.41	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-D4FB5AC4	POP-00736	POP-00824	professional	6	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-33AF8910	POP-00477	POP-00529	friendship	4.4	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-FC56F655	POP-00471	POP-00650	professional	5	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-81144C21	POP-00078	POP-00250	friendship	3	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-96D86212	POP-00444	POP-00458	friendship	4.4	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-5FF296BA	POP-00656	POP-00690	professional	4	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-A72E7206	POP-00440	POP-00690	friendship	3.41	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-A2669D7E	POP-00693	POP-00205	friendship	5.42	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-9F72CB26	POP-00205	POP-00078	friendship	4	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-D110912D	POP-00189	POP-00814	friendship	3.42	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-515E8A9B	POP-00835	POP-01007	friendship	5.4	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-156325E7	POP-00030	POP-00205	friendship	4	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-4E6CBC03	POP-00458	POP-00910	friendship	3.4	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-044E1BEC	POP-00736	POP-00592	friendship	6.4	active	neighbor		Jack London	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-198C013A	POP-01016	POP-01043	professional	3	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-ADF8CCCB	POP-00517	POP-00733	professional	4	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-7D996507	POP-00774	POP-00143	friendship	2.8	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-2F64328E	POP-00622	POP-00598	friendship	6.4	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-17FE927C	POP-00780	POP-00298	professional	3	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-14A3382B	POP-00887	POP-01037	friendship	6	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-29BB7A70	POP-00083	POP-00339	friendship	5.41	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-48393C67	POP-01053	POP-00774	friendship	4	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-19079E69	POP-00298	POP-01043	friendship	6.4	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-3408A73B	POP-01043	POP-00838	friendship	3.4	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-EDFCD2E6	POP-00810	POP-00929	friendship	6.4	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-8AA88C34	POP-01053	POP-00598	friendship	5.4	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-CFE6964A	POP-00766	POP-00744	professional	6	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-96A506B1	POP-00198	POP-00632	friendship	4.4	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-702F9337	POP-01050	POP-00929	friendship	5.4	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-BA1FE230	POP-00944	POP-00995	friendship	5.4	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-9EDA25BB	POP-00473	POP-00636	friendship	6.4	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-D409FD4A	POP-00325	POP-00746	friendship	3.41	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-3A7B7CFD	POP-00754	POP-00728	professional	3	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-B58B5B41	POP-00944	POP-00518	professional	3	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-F16431F4	POP-00838	POP-01029	friendship	6.4	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-0DFEF936	POP-00522	POP-01037	friendship	6.4	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-C9092434	POP-00503	POP-00762	friendship	3.41	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
BOND-3209495C	POP-00264	POP-00317	friendship	4.41	active	neighbor		Fruitvale	103	103	seeded	none	none	FALSE	FALSE	off-season
